label,text,source
ham,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,uci-spam-sms
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays,uci-spam-sms
ham,Having lunch:)you are not in online?why?,uci-spam-sms
ham,I know that my friend already told that.,uci-spam-sms
ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?,uci-spam-sms
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",uci-spam-sms
ham,Hi msg me:)i'm in office..,uci-spam-sms
ham,Thanx 4 e brownie it's v nice...,uci-spam-sms
ham,Geeeee ... I love you so much I can barely stand it,uci-spam-sms
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,uci-spam-sms
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",uci-spam-sms
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",uci-spam-sms
ham,Oooh bed ridden ey? What are YOU thinking of?,uci-spam-sms
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",uci-spam-sms
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,uci-spam-sms
ham,WOT U WANNA DO THEN MISSY?,uci-spam-sms
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,uci-spam-sms
ham,Do you know where my lab goggles went,uci-spam-sms
ham,Can you open the door?,uci-spam-sms
ham,Waiting for your call.,uci-spam-sms
ham,Nope i waiting in sch 4 daddy... ,uci-spam-sms
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",uci-spam-sms
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",uci-spam-sms
ham,Ü wait 4 me in sch i finish ard 5..,uci-spam-sms
spam,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",uci-spam-sms
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",uci-spam-sms
ham,Huh so early.. Then ü having dinner outside izzit?,uci-spam-sms
ham,Ok anyway no need to change with what you said,uci-spam-sms
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,uci-spam-sms
ham,my ex-wife was not able to have kids. Do you want kids one day?,uci-spam-sms
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,uci-spam-sms
ham,Tell them u have a headache and just want to use 1 hour of sick time.,uci-spam-sms
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",uci-spam-sms
ham,Pete can you please ring meive hardly gotany credit,uci-spam-sms
ham,Ya srsly better than yi tho,uci-spam-sms
ham,"I'm in a meeting, call me later at",uci-spam-sms
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",uci-spam-sms
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,uci-spam-sms
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,uci-spam-sms
ham,You still at grand prix?,uci-spam-sms
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",uci-spam-sms
ham,I am great! How are you?,uci-spam-sms
ham,Gud mrng dear have a nice day,uci-spam-sms
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,uci-spam-sms
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,uci-spam-sms
ham,I'm going out to buy mum's present ar.,uci-spam-sms
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,uci-spam-sms
ham,If u sending her home first it's ok lor. I'm not ready yet.,uci-spam-sms
ham,Speaking of does he have any cash yet?,uci-spam-sms
ham,Be happy there. I will come after noon,uci-spam-sms
ham,Meet after lunch la...,uci-spam-sms
ham,TaKe CaRE n gET WeLL sOOn,uci-spam-sms
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,uci-spam-sms
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,uci-spam-sms
ham,Neva mind it's ok..,uci-spam-sms
ham,"It's fine, imma get a drink or somethin. Want me to come find you?",uci-spam-sms
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,uci-spam-sms
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,uci-spam-sms
ham,I have many dependents,uci-spam-sms
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,uci-spam-sms
ham,I called and said all to him:)then he have to choose this future.,uci-spam-sms
ham,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...,uci-spam-sms
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,uci-spam-sms
ham,For my family happiness..,uci-spam-sms
ham,I come n pick ü up... Come out immediately aft ur lesson...,uci-spam-sms
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,uci-spam-sms
ham,Dear we got  &lt;#&gt;  dollars hi hi,uci-spam-sms
ham,Good words.... But words may leave u in dismay many times.,uci-spam-sms
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,uci-spam-sms
ham,"sorry, no, have got few things to do. may be in pub later.",uci-spam-sms
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",uci-spam-sms
ham,"Haha good to hear, I'm officially paid and on the market for an 8th",uci-spam-sms
ham,How many licks does it take to get to the center of a tootsie pop?,uci-spam-sms
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,uci-spam-sms
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,uci-spam-sms
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,uci-spam-sms
ham,Please dont say like that. Hi hi hi,uci-spam-sms
ham,Thank u!,uci-spam-sms
ham,Oh that was a forwarded message. I thought you send that to me,uci-spam-sms
ham,Got it. Seventeen pounds for seven hundred ml – hope ok.,uci-spam-sms
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",uci-spam-sms
ham,Me n him so funny...,uci-spam-sms
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",uci-spam-sms
ham,When ü login dat time... Dad fetching ü home now?,uci-spam-sms
ham,"What will we do in the shower, baby?",uci-spam-sms
ham,I had askd u a question some hours before. Its answer,uci-spam-sms
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",uci-spam-sms
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",uci-spam-sms
ham,Probably gonna swing by in a wee bit,uci-spam-sms
ham,Ya very nice. . .be ready on thursday,uci-spam-sms
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,uci-spam-sms
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",uci-spam-sms
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,uci-spam-sms
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,uci-spam-sms
ham,No prob. I will send to your email.,uci-spam-sms
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",uci-spam-sms
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),uci-spam-sms
ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,uci-spam-sms
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!",uci-spam-sms
ham,Fine i miss you very much.,uci-spam-sms
ham,Did u got that persons story,uci-spam-sms
ham,Tell them the drug dealer's getting impatient,uci-spam-sms
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",uci-spam-sms
ham,You will be in the place of that man,uci-spam-sms
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",uci-spam-sms
spam,88800 and 89034 are premium phone services call 08718711108,uci-spam-sms
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",uci-spam-sms
ham,Then mum's repent how?,uci-spam-sms
ham,Sorry me going home first... Daddy come fetch ü later...,uci-spam-sms
ham,Leave it de:-). Start Prepare for next:-)..,uci-spam-sms
ham,Yes baby! We can study all the positions of the kama sutra ;),uci-spam-sms
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?,uci-spam-sms
ham,Carlos'll be here in a minute if you still need to buy,uci-spam-sms
ham,This pay is  &lt;DECIMAL&gt;  lakhs:),uci-spam-sms
ham,Have a good evening! Ttyl,uci-spam-sms
ham,Did u receive my msg?,uci-spam-sms
ham,Ho ho - big belly laugh! See ya tomo,uci-spam-sms
spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",uci-spam-sms
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,uci-spam-sms
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",uci-spam-sms
ham,"I've got  &lt;#&gt; , any way I could pick up?",uci-spam-sms
ham,"I dont knw pa, i just drink milk..",uci-spam-sms
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,uci-spam-sms
ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",uci-spam-sms
ham,Cause I'm not freaky lol,uci-spam-sms
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,uci-spam-sms
ham,What is this 'hex' place you talk of? Explain!,uci-spam-sms
ham,Ü log off 4 wat. It's sdryb8i,uci-spam-sms
ham,Is xy going 4 e lunch?,uci-spam-sms
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,uci-spam-sms
ham,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,uci-spam-sms
ham,Have you finished work yet? :),uci-spam-sms
ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",uci-spam-sms
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",uci-spam-sms
ham,Thanks love. But am i doing torch or bold.,uci-spam-sms
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,uci-spam-sms
ham,Was the farm open?,uci-spam-sms
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",uci-spam-sms
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola",uci-spam-sms
ham,Will purchase d stuff today and mail to you. Do you have a po box number?,uci-spam-sms
ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,uci-spam-sms
ham,Good. Good job. I like entrepreneurs,uci-spam-sms
ham,"Aight, you close by or still down around alex's place?",uci-spam-sms
ham,meet you in corporation st outside gap … you can see how my mind is working!,uci-spam-sms
ham,Mum ask ü to buy food home...,uci-spam-sms
ham,K..u also dont msg or reply to his msg..,uci-spam-sms
ham,How much r ü willing to pay?,uci-spam-sms
ham,"Sorry, I'll call later",uci-spam-sms
ham,What is important is that you prevent dehydration by giving her enough fluids,uci-spam-sms
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",uci-spam-sms
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,uci-spam-sms
ham,"I don't think I can get away for a trek that long with family in town, sorry",uci-spam-sms
ham,So when do you wanna gym harri,uci-spam-sms
ham,Quite late lar... Ard 12 anyway i wun b drivin...,uci-spam-sms
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",uci-spam-sms
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,uci-spam-sms
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",uci-spam-sms
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,uci-spam-sms
spam,08714712388 between 10am-7pm Cost 10p,uci-spam-sms
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",uci-spam-sms
ham,He also knows about lunch menu only da. . I know,uci-spam-sms
ham,When i have stuff to sell i.ll tell you,uci-spam-sms
spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,uci-spam-sms
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,uci-spam-sms
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,uci-spam-sms
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,uci-spam-sms
ham,Oh is it? Send me the address,uci-spam-sms
ham,S'fine. Anytime. All the best with it.,uci-spam-sms
ham,That is wondar full flim.,uci-spam-sms
ham,Ya even those cookies have jelly on them,uci-spam-sms
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",uci-spam-sms
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,uci-spam-sms
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,uci-spam-sms
ham,"Alright omw, gotta change my order to a half8th",uci-spam-sms
ham,Exactly. Anyways how far. Is jide her to study or just visiting,uci-spam-sms
ham,Dunno y u ask me.,uci-spam-sms
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,uci-spam-sms
ham,No he didn't. Spring is coming early yay!,uci-spam-sms
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,uci-spam-sms
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,uci-spam-sms
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,uci-spam-sms
ham,Then why no one talking to me,uci-spam-sms
ham,Thanks for looking out for me. I really appreciate.,uci-spam-sms
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,uci-spam-sms
ham,Wish i were with you now!,uci-spam-sms
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,uci-spam-sms
ham,Yes i will be there. Glad you made it.,uci-spam-sms
ham,Do well :)all will for little time. Thing of good times ahead:,uci-spam-sms
ham,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,uci-spam-sms
ham,Ok. There may be a free gym about.,uci-spam-sms
ham,Men like shorter ladies. Gaze up into his eyes.,uci-spam-sms
ham,Dunno he jus say go lido. Same time 930.,uci-spam-sms
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",uci-spam-sms
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,uci-spam-sms
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,uci-spam-sms
ham,By monday next week. Give me the full gist,uci-spam-sms
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",uci-spam-sms
spam,You have an important customer service announcement from PREMIER.,uci-spam-sms
ham,Dont gimme that lip caveboy,uci-spam-sms
ham,When did you get to the library,uci-spam-sms
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,uci-spam-sms
ham,So why didnt you holla?,uci-spam-sms
ham,Cant think of anyone with * spare room off * top of my head,uci-spam-sms
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",uci-spam-sms
ham,U should have made an appointment,uci-spam-sms
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",uci-spam-sms
spam,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",uci-spam-sms
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",uci-spam-sms
spam,Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,uci-spam-sms
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,uci-spam-sms
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",uci-spam-sms
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,uci-spam-sms
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",uci-spam-sms
ham,"Sorry, I'll call later",uci-spam-sms
ham,I cant pick the phone right now. Pls send a message,uci-spam-sms
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,uci-spam-sms
ham,Not getting anywhere with this damn job hunting over here!,uci-spam-sms
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,uci-spam-sms
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row",uci-spam-sms
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space,uci-spam-sms
ham,Just sleeping..and surfing,uci-spam-sms
ham,Thanks for picking up the trash.,uci-spam-sms
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,uci-spam-sms
ham,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx,uci-spam-sms
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,uci-spam-sms
ham,That means get the door,uci-spam-sms
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,uci-spam-sms
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",uci-spam-sms
ham,Beerage?,uci-spam-sms
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,uci-spam-sms
ham,Dont think so. It turns off like randomlly within 5min of opening,uci-spam-sms
ham,"She was supposed to be but couldn't make it, she's still in town though",uci-spam-sms
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,uci-spam-sms
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),uci-spam-sms
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",uci-spam-sms
ham,Gud mrng dear hav a nice day,uci-spam-sms
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,uci-spam-sms
ham,All e best 4 ur driving tmr :-),uci-spam-sms
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,uci-spam-sms
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,uci-spam-sms
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,uci-spam-sms
ham,it's really getting me down just hanging around.,uci-spam-sms
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",uci-spam-sms
ham,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,uci-spam-sms
ham,Ok i msg u b4 i leave my house.,uci-spam-sms
ham,Gimme a few was  &lt;#&gt;  minutes ago,uci-spam-sms
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",uci-spam-sms
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,uci-spam-sms
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,uci-spam-sms
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,uci-spam-sms
ham,K I'll be there before 4.,uci-spam-sms
ham,I dled 3d its very imp,uci-spam-sms
ham,"sure, but make sure he knows we ain't smokin yet",uci-spam-sms
ham,Boooo you always work. Just quit.,uci-spam-sms
ham,I am taking half day leave bec i am not well,uci-spam-sms
ham,Ugh I don't wanna get out of bed. It's so warm.,uci-spam-sms
ham,S:)s.nervous  &lt;#&gt; :),uci-spam-sms
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,uci-spam-sms
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,uci-spam-sms
ham,I borrow ur bag ok.,uci-spam-sms
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",uci-spam-sms
ham,Where's my boytoy? I miss you ... What happened?,uci-spam-sms
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",uci-spam-sms
ham,Also are you bringing galileo or dobby,uci-spam-sms
ham,Then why you not responding,uci-spam-sms
ham,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,uci-spam-sms
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,uci-spam-sms
ham,On the road so cant txt,uci-spam-sms
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",uci-spam-sms
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,uci-spam-sms
ham,Have a good evening! Ttyl,uci-spam-sms
ham,Hmm .. Bits and pieces lol ... *sighs* ...,uci-spam-sms
ham,Hahaha..use your brain dear,uci-spam-sms
ham,Hey. You got any mail?,uci-spam-sms
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",uci-spam-sms
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,uci-spam-sms
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,uci-spam-sms
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,uci-spam-sms
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",uci-spam-sms
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",uci-spam-sms
ham,Surely result will offer:),uci-spam-sms
ham,Good Morning my Dear........... Have a great &amp; successful day.,uci-spam-sms
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,uci-spam-sms
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",uci-spam-sms
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,uci-spam-sms
spam,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,uci-spam-sms
ham,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,uci-spam-sms
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",uci-spam-sms
ham,Our Prashanthettan's mother passed away last night. pray for her and family.,uci-spam-sms
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",uci-spam-sms
ham,K.k:)when are you going?,uci-spam-sms
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,uci-spam-sms
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,uci-spam-sms
ham,I am in office:)whats the matter..msg me now.i will call you at break:).,uci-spam-sms
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",uci-spam-sms
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",uci-spam-sms
ham,U reach orchard already? U wan 2 go buy tickets first?,uci-spam-sms
ham,"I am real, baby! I want to bring out your inner tigress...",uci-spam-sms
